id,stem,choices,correctKey,rationale,module,topic,skillArea,sourceType,locale,published,templateId,seedRef,batchId
t5.lcm-gears.mcq-890add1112,"Dve ozubené kolesá zapadajú navzájom do seba. Väčšie má 27 zubov, menšie 18 zubov. Koľkokrát sa otočí menšie koleso, aby do seba zapadali opäť tie isté zuby?",A. 3|B. 2|C. 18|D. 4,A,"NSN(27, 18) = 54; 54÷18 = 3 otočení menšieho kolesa.",M3,T5,VSP,synthetic,sk,false,t5.lcm-gears.mcq,t5-vzor-03-ozubene-kolesa,pilot-t5-synth-20260924
t5.lcm-gears.mcq-6c8309eb9d,"Dve ozubené kolesá zapadajú navzájom do seba. Väčšie má 28 zubov, menšie 16 zubov. Koľkokrát sa otočí menšie koleso, aby do seba zapadali opäť tie isté zuby?",A. 7|B. 8|C. 16|D. 4,A,"NSN(28, 16) = 112; 112÷16 = 7 otočení menšieho kolesa.",M3,T5,VSP,synthetic,sk,false,t5.lcm-gears.mcq,t5-vzor-03-ozubene-kolesa,pilot-t5-synth-20260924
t5.percent-composition.mcq-ee45fe30f7,Tyčinka obsahuje na 25 gramov 10 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 40|B. 10|C. 44|D. 25,A,Percento cukru = (10/25)×100 = 40%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-ae910f54db,Tyčinka obsahuje na 120 gramov 19 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 120|B. 19|C. 16|D. 20,C,Percento cukru = (19/120)×100 = 16%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-c98c6c48e9,Tyčinka obsahuje na 25 gramov 6 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 25|B. 24|C. 6|D. 28,B,Percento cukru = (6/25)×100 = 24%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-c89a4e9629,Tyčinka obsahuje na 160 gramov 16 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 10|B. 16|C. 14|D. 160,A,Percento cukru = (16/160)×100 = 10%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-dbc4e21e72,Tyčinka obsahuje na 100 gramov 25 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 100|B. 29|C. 25|D. 21,C,Percento cukru = (25/100)×100 = 25%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-29c753ae3a,Tyčinka obsahuje na 100 gramov 10 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 6|B. 100|C. 10|D. 14,C,Percento cukru = (10/100)×100 = 10%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-157f9f7b3e,Tyčinka obsahuje na 60 gramov 30 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 54|B. 60|C. 30|D. 50,D,Percento cukru = (30/60)×100 = 50%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-f20578a061,Tyčinka obsahuje na 120 gramov 18 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 15|B. 18|C. 19|D. 120,A,Percento cukru = (18/120)×100 = 15%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-1f09fc9e35,Tyčinka obsahuje na 100 gramov 16 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 20|B. 16|C. 100|D. 12,B,Percento cukru = (16/100)×100 = 16%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-0cfdc56fcc,Tyčinka obsahuje na 80 gramov 14 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 80|B. 18|C. 14|D. 22,B,Percento cukru = (14/80)×100 = 18%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-4e3f1046b8,Tyčinka obsahuje na 90 gramov 14 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 16|B. 14|C. 20|D. 90,A,Percento cukru = (14/90)×100 = 16%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.percent-composition.mcq-3375d9a451,Tyčinka obsahuje na 200 gramov 32 gramov cukru. Koľko percent cukru obsahuje tyčinka?,A. 16|B. 200|C. 20|D. 32,A,Percento cukru = (32/200)×100 = 16%.,M3,T5,VSP,synthetic,sk,false,t5.percent-composition.mcq,t5-uloohy-07-percent-cukor,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-4bbd62aba0,"Máme dve nádoby a dve páky. Pri potiahnutí páky 1 sa do nádoby 1 vysype 10 guličiek. Pri potiahnutí páky 2 sa do nádoby 2 vysypú 2 guličky. Koľkokrát musíme potiahnuť páku 2 tak, aby v nádobe 2 bol rovnaký počet guličiek ako v nádobe 1, ak sme páku 1 stlačili trikrát?",A. 30|B. 12|C. 15|D. 17,C,V prvej nádobe je 3×10 = 30 guličiek. Druhú páku musíme stlačiť 30÷2 = 15×.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-uloohy-01-paky-gulicky,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-4d01a80de4,"Máme dve nádoby a dve páky. Pri potiahnutí páky 1 sa do nádoby 1 vysype 12 guličiek. Pri potiahnutí páky 2 sa do nádoby 2 vysypú 4 guličky. Koľkokrát musíme potiahnuť páku 2 tak, aby v nádobe 2 bol rovnaký počet guličiek ako v nádobe 1, ak sme páku 1 stlačili trikrát?",A. 9|B. 36|C. 16|D. 11,A,V prvej nádobe je 3×12 = 36 guličiek. Druhú páku musíme stlačiť 36÷4 = 9×.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-uloohy-01-paky-gulicky,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-8fb07516c1,"Máme dve nádoby a dve páky. Pri potiahnutí páky 1 sa do nádoby 1 vysype 15 guličiek. Pri potiahnutí páky 2 sa do nádoby 2 vysypú 5 guličky. Koľkokrát musíme potiahnuť páku 2 tak, aby v nádobe 2 bol rovnaký počet guličiek ako v nádobe 1, ak sme páku 1 stlačili trikrát?",A. 45|B. 11|C. 20|D. 9,D,V prvej nádobe je 3×15 = 45 guličiek. Druhú páku musíme stlačiť 45÷5 = 9×.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-uloohy-01-paky-gulicky,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-bc9eb2718d,"Máme dve nádoby a dve páky. Pri potiahnutí páky 1 sa do nádoby 1 vysype 8 guličiek. Pri potiahnutí páky 2 sa do nádoby 2 vysypú 2 guličky. Koľkokrát musíme potiahnuť páku 2 tak, aby v nádobe 2 bol rovnaký počet guličiek ako v nádobe 1, ak sme páku 1 stlačili trikrát?",A. 12|B. 14|C. 10|D. 24,A,V prvej nádobe je 3×8 = 24 guličiek. Druhú páku musíme stlačiť 24÷2 = 12×.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-uloohy-01-paky-gulicky,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-3b0f723289,"Máme dve nádoby a dve páky. Pri potiahnutí páky 1 sa do nádoby 1 vysype 18 guličiek. Pri potiahnutí páky 2 sa do nádoby 2 vysypú 3 guličky. Koľkokrát musíme potiahnuť páku 2 tak, aby v nádobe 2 bol rovnaký počet guličiek ako v nádobe 1, ak sme páku 1 stlačili trikrát?",A. 18|B. 54|C. 20|D. 21,A,V prvej nádobe je 3×18 = 54 guličiek. Druhú páku musíme stlačiť 54÷3 = 18×.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-uloohy-01-paky-gulicky,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-13852f8637,"Máme dve nádoby a dve páky. Pri potiahnutí páky 1 sa do nádoby 1 vysype 20 guličiek. Pri potiahnutí páky 2 sa do nádoby 2 vysypú 4 guličky. Koľkokrát musíme potiahnuť páku 2 tak, aby v nádobe 2 bol rovnaký počet guličiek ako v nádobe 1, ak sme páku 1 stlačili trikrát?",A. 60|B. 17|C. 24|D. 15,D,V prvej nádobe je 3×20 = 60 guličiek. Druhú páku musíme stlačiť 60÷4 = 15×.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-uloohy-01-paky-gulicky,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-91119e2121,"Máme dve nádoby a dve páky. Pri potiahnutí páky 1 sa do nádoby 1 vysype 9 guličiek. Pri potiahnutí páky 2 sa do nádoby 2 vysypú 3 guličky. Koľkokrát musíme potiahnuť páku 2 tak, aby v nádobe 2 bol rovnaký počet guličiek ako v nádobe 1, ak sme páku 1 stlačili trikrát?",A. 27|B. 11|C. 12|D. 9,D,V prvej nádobe je 3×9 = 27 guličiek. Druhú páku musíme stlačiť 27÷3 = 9×.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-uloohy-01-paky-gulicky,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-d9ec539375,"Máme dve nádoby a dve páky. Pri potiahnutí páky 1 sa do nádoby 1 vysype 16 guličiek. Pri potiahnutí páky 2 sa do nádoby 2 vysypú 4 guličky. Koľkokrát musíme potiahnuť páku 2 tak, aby v nádobe 2 bol rovnaký počet guličiek ako v nádobe 1, ak sme páku 1 stlačili trikrát?",A. 14|B. 20|C. 48|D. 12,D,V prvej nádobe je 3×16 = 48 guličiek. Druhú páku musíme stlačiť 48÷4 = 12×.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-uloohy-01-paky-gulicky,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-b0847bb737,Bicykel stál po zlacnení o 20 % 8 000 €. Koľko stál bicykel pred zlacnením?,A. 10 000 €|B. 40 000 €|C. 8 000 €|D. 9 600 €,A,Po zlacnení ostalo 80 % pôvodnej ceny: 0.8·x = 8000 → x = 10000 €.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-vzor-04-zlacnenie-bicykel,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-35ef123a47,Bicykel stál po zlacnení o 25 % 7 500 €. Koľko stál bicykel pred zlacnením?,A. 10 000 €|B. 30 000 €|C. 7 500 €|D. 9 375 €,A,Po zlacnení ostalo 75 % pôvodnej ceny: 0.75·x = 7500 → x = 10000 €.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-vzor-04-zlacnenie-bicykel,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-cb9954659e,Bicykel stál po zlacnení o 50 % 5 000 €. Koľko stál bicykel pred zlacnením?,A. 10 000 €|B. 7 500 €|C. 10 500 €|D. 5 000 €,A,Po zlacnení ostalo 50 % pôvodnej ceny: 0.5·x = 5000 → x = 10000 €.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-vzor-04-zlacnenie-bicykel,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-7a14aca01a,Bicykel stál po zlacnení o 10 % 9 000 €. Koľko stál bicykel pred zlacnením?,A. 90 000 €|B. 10 000 €|C. 9 900 €|D. 9 000 €,B,Po zlacnení ostalo 90 % pôvodnej ceny: 0.9·x = 9000 → x = 10000 €.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-vzor-04-zlacnenie-bicykel,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-9579aaa48d,Bicykel stál po zlacnení o 30 % 7 000 €. Koľko stál bicykel pred zlacnením?,A. 23 333 €|B. 10 000 €|C. 7 000 €|D. 9 100 €,B,Po zlacnení ostalo 70 % pôvodnej ceny: 0.7·x = 7000 → x = 10000 €.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-vzor-04-zlacnenie-bicykel,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-68ad828062,Bicykel stál po zlacnení o 15 % 8 500 €. Koľko stál bicykel pred zlacnením?,A. 10 000 €|B. 9 775 €|C. 56 667 €|D. 8 500 €,A,Po zlacnení ostalo 85 % pôvodnej ceny: 0.85·x = 8500 → x = 10000 €.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-vzor-04-zlacnenie-bicykel,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-37d4b54061,Bicykel stál po zlacnení o 35 % 6 500 €. Koľko stál bicykel pred zlacnením?,A. 10 000 €|B. 18 571 €|C. 6 500 €|D. 8 775 €,A,Po zlacnení ostalo 65 % pôvodnej ceny: 0.65·x = 6500 → x = 10000 €.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-vzor-04-zlacnenie-bicykel,pilot-t5-synth-20260924
t5.numeric-word-problem.mcq-2f1408781b,Bicykel stál po zlacnení o 45 % 5 500 €. Koľko stál bicykel pred zlacnením?,A. 5 500 €|B. 12 222 €|C. 7 975 €|D. 10 000 €,D,Po zlacnení ostalo 55 % pôvodnej ceny: 0.55·x = 5500 → x = 10000 €.,M3,T5,VSP,synthetic,sk,false,t5.numeric-word-problem.mcq,t5-vzor-04-zlacnenie-bicykel,pilot-t5-synth-20260924
